i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,43974,1270049,8400,3355989,28574725,561922
2,35443,1285040,6313,3117542,25151624,510143
3,69705,1253912,5780,3856948,24517158,468453
4,35956,1243706,6077,3100978,25233584,469096
5,37933,1240090,5735,3201575,25725284,452213
6,36925,1259339,5639,3124408,24584776,436019
7,74074,1259394,6078,3845917,24901064,432054
8,36190,1253656,6024,3056815,25458332,413674
9,37591,1666237,6136,3073530,25042961,416407
10,37710,1232635,5711,3133556,24686861,474366
11,70597,1244239,5997,3973943,24571533,466429
12,41097,1275599,5784,3089823,25472600,464506
13,37571,1273774,6424,3124554,24681360,434201
14,76049,1296437,6613,3738923,24311712,422238
15,37475,1264083,5889,3166876,25468287,437591
16,37051,1267773,6117,3144506,25398342,416532
17,41378,1282164,5991,3126703,24859611,468035
18,77693,1270037,6108,3914118,24980968,471905
19,36572,1258350,6049,3085846,25682773,461071
20,37821,1637449,6073,3093307,25070311,458560
21,40380,1236362,7093,3112907,24666630,428667
22,76740,1265669,6019,3870188,24798622,419078
23,36857,1244740,6484,3103292,25484006,415494
24,38133,1733061,6131,3158319,24853112,427397
25,39310,1266503,5875,3118485,24435730,463492
26,37774,1259199,5613,3126095,25470064,469541
27,38755,1254096,5978,3125222,25387225,455740
