i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2190926,138942409,62957,62419280,688427318,53133075
2,2260068,139605881,60540,163671829,665910289,55401216
3,308826,138388248,60782,167272515,651801388,54148597
4,310088,138460191,59878,158288511,642011579,3863631
5,313107,138451195,65813,164333806,673737427,7272750
6,315273,138475408,47684,172478063,657098627,94554460
7,314656,138796861,60069,154472038,693432275,3343914
8,313643,138341188,59811,168636533,645000974,64300243
9,306102,138423719,59467,147322808,701591503,117254400
10,311855,138548304,59738,162912787,698893420,24927052
11,300519,138636386,64285,168773110,654573381,117678408
12,296575,138352536,59140,166071758,672901155,24330306
13,284740,138622480,57414,159432723,677728174,27658632
14,279734,137492600,47716,167466441,664282485,51859113
15,276928,137003958,60784,151533017,662878290,132270609
16,287949,138484648,60255,152874499,757569120,25886040
17,271198,138513351,60720,165579137,645324453,28915897
18,270147,135990926,63332,163471338,691352393,147930475
19,271564,137226631,58659,161202289,628978731,53204525
20,270770,137095089,58234,168336995,666568133,134231623
21,380344,137687892,60495,158225468,654561126,34521601
22,374976,137196352,59491,170022630,654789013,34218671
23,357209,137410280,58848,157290552,636898336,4147855
24,363138,137104024,50314,173745599,654663422,130142356
25,367088,137350615,57628,153914716,659572415,39382153
