i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,679122,4178371,41438,35887300,23352871,706904
2,2159208,5065817,40903,24045746,23926265,734215
3,268588,4133585,37567,24651043,22694257,685355
4,293876,4934065,44152,26087146,23894072,698334
5,264215,4086401,36987,23925586,22624853,696336
6,284011,4945629,40533,25973188,23743753,707386
7,258468,4119482,38437,27247308,22488129,690684
8,283212,5020445,40450,25676455,23430764,722387
9,256566,4107453,41151,26528219,22533531,689471
10,283068,4956078,38481,25974275,23780170,702893
11,259058,4115082,37345,27125922,22444078,690351
12,275539,4991383,38218,25637645,23093040,721175
13,255668,4148892,38407,27193522,22378412,693060
14,275478,4910670,39155,26075628,23730017,707205
15,245911,4165114,38031,27159915,22412986,702660
16,272511,4969125,38477,25709764,23027278,705376
17,242968,4179248,37408,27223061,22309982,688012
