i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,307564,1677845,31949,56778589,13427045,428024
2,101282,1613906,15814,7854936,12709850,424448
3,95390,1595091,15991,7808876,12392696,404451
4,169797,1571543,16231,8636022,12234619,398776
5,94925,1551873,13510,7733299,12097318,392306
6,94795,1557320,15134,7675890,12032266,402940
7,165802,1565590,15749,8422498,11788935,397864
8,96895,1568263,13484,7656342,12100149,388258
9,94756,1568395,14670,7651680,12016340,397084
10,165567,2272178,15030,8554890,10901148,405520
11,100611,1542563,13588,7677986,12021025,403360
