i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,297289,2073081,12817,35008895,9637898,344931
2,267660,892632,8156,4738329,10545812,330866
3,67490,880758,7494,4742907,10484587,334895
4,67753,868016,7595,4685384,10304153,325763
5,67619,867865,7453,4729303,10221406,327897
6,95792,896496,7951,5379327,9919126,323346
7,68388,880563,7742,4698712,10057775,322325
8,66522,870736,8035,4716651,10085010,313323
9,66999,885539,7841,4695822,10049170,315079
10,67469,877586,8026,4669965,10092406,313468
11,96193,871659,7437,5191574,9892050,316217
12,71448,868511,8063,4613565,10026893,315034
