i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,141522,2386794,29872,13877103,28495707,579072
2,1598348,2376821,29496,13631369,15027227,531408
3,195683,2383109,18347,13841559,14446566,534539
4,138741,2393188,31549,12368260,15180525,519560
5,197456,2390425,27127,13121811,14822474,501836
6,199109,2436314,17982,13222728,14468652,522990
7,144950,3009996,28613,12227152,15127336,498466
8,139451,2408981,27698,12224423,14874490,524997
9,197186,2423614,29119,13083468,14639606,504921
10,191026,3055285,29602,13593629,13696401,511185
11,140439,2369732,27671,12512875,15016631,513381
