i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,987709,3661617,36107,22570856,21965477,674964
2,857264,3558900,35413,18588011,18799991,656906
3,284423,3553859,34846,18905460,18298133,639702
4,267944,4482847,33329,19827432,17260195,635314
5,184730,3499945,33387,17288383,19590988,642517
6,279151,3493578,35123,18274389,19366609,626310
7,281773,3533187,34015,18206638,18375444,609864
8,268563,4479606,34773,18583230,17296142,609495
9,183835,3484800,33661,17318534,19761971,630509
10,267107,3503060,34037,17973676,19053778,620560
11,275043,3494567,34676,17986153,18641147,620172
