i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,884985,4577854,40792,23960724,18926854,697915
2,1993416,4127899,33230,20479600,18536611,671541
3,634157,3403083,35989,19757317,19433109,663449
4,241532,3415314,32232,19587087,19599948,691382
5,250708,3459970,32211,19368720,19709746,660487
6,258640,3522528,33969,19405362,20507502,642060
7,254674,3556316,34405,19281522,20647599,1290316
8,196192,4155050,33897,18597835,20713037,669925
9,232584,4062406,33744,20733643,18470462,667981
10,244676,3488645,33005,20400812,19910529,677427
11,259884,3498815,32749,19593590,19717310,678679
12,244259,3501236,32682,19057647,19647687,654456
13,261223,3571195,33272,18935013,19854939,657890
