i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,115456,1771761,16079,25503105,12998303,535892
2,425904,1732307,12048,9163538,13571755,1213086
3,216014,1713715,11808,10152302,12900786,480719
4,154371,1725985,11915,9900675,12571441,485733
5,150306,1757619,12131,10209635,12437247,468503
6,106262,2220449,12609,9015512,12932364,493306
7,108506,1739438,12479,9043981,12849705,481918
8,146303,1770027,12699,9686049,12598318,474264
9,153838,1791117,12301,9805397,12462520,491905
10,147865,1770091,11849,10036633,12392257,482025
11,106679,2256363,12785,8996028,12892404,488177
12,106674,1763206,15696,9173240,12815702,472960
13,148901,1768276,11730,9690485,12554203,480480
14,152049,1771148,13080,9783616,12451730,472680
15,147624,1773146,12124,10146218,12334130,482197
16,107618,2278275,12322,8999219,12947102,488017
17,112191,1786019,12381,9031720,12755614,489529
18,154026,1777509,12072,9699619,12561622,476592
19,151149,1782968,12424,9789832,12350426,465473
20,107897,1772217,11770,8989774,13404070,479162
21,108877,2287297,11769,8982185,12886262,492584
22,108553,1799457,12164,9073400,12724389,533030
23,154166,1789360,11973,9790336,12492651,479158
24,152964,1791509,12802,9874233,12349192,472510
25,107364,1805402,12400,8995254,13440089,483906
26,109085,1783457,11862,8991760,12861040,1023296
27,108575,1801832,11903,9118278,12591931,468198
28,154961,1810341,12281,9764021,12821439,479206
29,151588,1784445,12566,9955965,12348853,470119
30,107667,2199473,12185,8994287,13006529,468063
31,107176,1794991,12182,9012179,12814138,498493
32,155658,1797820,12797,9670339,12704886,480838
33,154618,1815682,12687,9820897,12498355,479699
