i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2727157,4742791,46179,29852778,25185643,812590
2,3170348,4741558,44260,28346836,24648697,741936
3,337407,4749257,46057,28072000,24934275,708148
4,330450,4754935,44972,27927348,24674711,688310
5,341913,4787986,46123,27985966,24517301,695268
6,334848,4792405,46085,27803138,24543082,682436
7,347798,4805571,50514,28103938,24558547,689866
8,341399,4773442,53066,27958770,24500519,686446
9,345427,4822021,50043,27818667,24619311,683353
10,344134,4823734,51687,27960735,24512200,699061
11,344933,4811241,50407,27904286,24485119,694147
12,346146,4841146,50212,27960771,24442595,688940
13,349211,4850302,49366,27876180,24479966,685923
14,350481,4859045,51107,27934334,24427487,701250
15,357915,4841916,55869,27952440,24411331,689617
16,354626,4880317,50303,28131654,24396018,693042
17,356105,4855388,52092,28069741,24433124,687561
18,352467,4897138,52710,28205625,24385912,689821
19,363523,4869150,54100,28053408,24395430,694600
