i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,399601088,147580987,550223770,308255040,1422671353,274080153
2,943966,8510896,60214,36951055,29138653,762421
3,482597,8125061,43244,23959090,19983192,742036
4,475858,7908558,41113,25216779,19803964,738789
5,243277,7075938,44855,23589342,20628750,719999
6,473966,6451996,39151,23680686,21803636,735711
7,243861,5560458,37410,23547256,22921552,748829
8,247961,4733850,40448,29059539,23698101,731849
9,249824,4925367,39106,24017817,26090548,735572
10,243976,4905587,42005,23234451,25520570,727851
11,245374,4070259,36352,23527264,27351940,722173
12,254545,4186793,37492,23893455,27799961,717381
13,253819,4220984,38033,24249773,28024350,728108
14,263678,4163657,42702,26575638,24619750,734012
15,264743,4067933,46649,26230783,23282403,720077
16,277986,4175528,47501,26204544,21940921,724319
17,263033,4254117,45415,25883506,21446828,681886
18,262508,4209406,47844,25773762,20583629,684616
19,259398,5403239,41747,25522066,19627752,687043
20,258685,6188816,48006,25879175,19510407,1583926
21,232082,7194557,40807,24695111,19669798,1700678
22,237030,7973059,38092,23438576,19634537,669308
23,242063,8333515,39604,24961726,19805196,692986
24,242916,8075280,38501,23539867,19865056,697460
25,243498,7634647,39790,24980105,20417487,714406
