i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,138838,2451562,30643,14065442,48858660,644305
2,1210399,3570529,27876,14188191,14138385,526941
3,139687,2286467,16694,12378317,15514533,524855
4,139022,2325603,35398,12352581,16112653,518120
5,224674,3364771,29211,13277855,14117089,527697
6,139408,2310801,26704,12305263,15640378,527826
7,139165,2343683,27627,12286678,15666896,524599
8,208771,2366219,27875,13143158,15202291,499874
9,139839,2355671,26887,12246126,15598440,513695
10,205133,2355519,16788,13607356,14103120,526304
11,209986,2364522,28247,13079206,15244032,516451
12,138442,2365840,26984,12316389,15577595,503280
13,203750,2382221,17339,13416768,14084568,509438
14,206136,2398254,27340,13070551,15921554,499955
15,139081,2384202,26273,12305997,15567513,506810
16,204134,3274677,22730,13244470,14113924,497328
17,144086,2366061,27281,12271063,15466996,502114
18,138658,2443139,27114,12274620,15596712,509236
19,218015,3412799,28784,13163693,14116112,510007
20,140607,2324116,17105,12295171,15627410,498208
21,140961,2372834,27533,12305926,15598675,520871
22,210804,2389993,27033,13103045,15142287,504575
