i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,940555,3131517,36587,18274839,29940857,635546
2,2524832,3113355,32244,19402909,17021680,644695
3,431008,3103239,37151,17654961,18572604,593359
4,174744,3105048,33725,16565602,19173700,610036
5,248204,3104455,33708,17522505,16961567,582335
6,237715,3105987,33355,17422547,19129795,580037
7,174783,3117687,34223,16229958,19115181,595249
8,237501,4386172,34372,17111204,17112620,601632
9,177844,3030625,32592,16502764,19283815,603701
10,230942,3061813,32853,17827227,16980645,606752
