i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,59996,831447,9746,3995648,17238577,301523
2,225769,775864,8051,4828767,10525366,305504
3,56541,764282,7900,3682354,10057617,298459
4,59120,749677,7352,4010852,10531428,305237
5,60022,752525,7560,3575657,9787928,295866
6,56754,1105339,8465,3580304,9737616,294927
7,58051,715271,7601,3579908,9678842,301452
8,58074,705266,7288,3576262,9731372,305467
9,97845,722860,8076,4020317,9558794,295470
10,56539,732667,8409,3563728,9572747,293410
11,99522,731569,7852,4092452,9482486,293536
12,56981,732692,7591,3569671,9517634,294159
13,58346,743619,7723,3579143,10090779,292495
14,58628,725207,8440,3578771,9527011,294675
15,57991,1097740,8119,3590685,9726834,296154
16,57651,740404,7881,3576377,9507032,293958
17,57026,744784,8044,3587737,9626345,305245
18,100227,754465,8609,3988595,9449694,295887
19,57838,749363,7650,3712179,9572036,293587
20,101249,753139,7550,4107307,9473740,302399
21,57242,751453,8308,3579822,9520992,295045
22,99707,748602,8456,4301934,9352315,295603
23,57738,753541,8203,3595210,9429296,294298
24,58003,765524,7853,3586969,10086612,294702
25,60569,757662,7967,3587141,9501332,296598
26,57489,748247,7359,3599827,9628999,722999
27,58780,747949,7786,3594278,9417614,297667
28,59856,739237,8201,3627566,9609301,305468
29,101904,780308,7850,4101503,9481405,304099
30,59920,751580,13592,3579339,9453857,294366
31,101203,764440,8018,4213268,9367559,303519
32,57514,766757,8068,3579228,9405387,295834
33,67279,761324,7782,3611377,10128848,300045
