i,sstep,lambdastep,gammastep,wstep,loss
1,411787806,192266147,4359292306,159197345,538265
2,362785457,381249230099,12606647504,1403302429,541977
3,400040289,2726159348,4784448587,690113195,534417
4,329261164,1982295407,4948922918,133516385,530291
5,383678155,2038912644,10048994649,147124907,543816
6,343669501,1357541480,4540650757,136746303,497607
