i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,231267,1071981,12880,37625551,10939738,354675
2,73148,1049859,10228,5346332,10930356,336336
3,74839,1027220,8330,5270496,10707079,336225
4,71707,1012719,9306,5234828,10539765,325935
5,75919,1010371,7998,5232494,10457781,319767
6,106100,1010291,8103,5783835,10147412,321753
7,72338,1008047,8093,5153785,10300775,313700
8,72632,994123,7897,5125144,10236733,313637
9,73410,999344,8270,5152288,10233600,314373
10,107133,994514,8841,5844759,9439771,852490
11,71573,1017304,8094,5100410,10508280,320474
12,72897,1006550,7864,5152754,10259852,315762
13,73230,1006753,7983,5132164,10182580,313739
14,76633,1000134,8274,5142150,10240775,312907
15,108501,1603634,8378,5731727,9454117,314142
16,72223,984877,8216,5152121,10210336,315858
17,74038,990866,8479,5142502,10300566,312521
18,73264,984477,8640,5115897,10224698,314244
19,73493,984321,8623,5144911,10277458,323276
20,109204,1013747,9411,5872147,10099152,315953
21,77358,991430,8074,5122214,10187760,313694
22,73741,982563,8259,5140885,10327812,316704
23,73752,1000025,8265,5145512,10216911,319387
24,108092,1005654,7916,5960885,9403822,321811
25,111906,1008352,8822,5652623,10114065,314774
26,72824,992404,8482,5137763,10233456,318451
27,73548,993350,7957,5140354,10168900,327196
28,72921,1007128,8465,5132390,10169969,318120
29,107369,1574218,8862,5806880,9418392,326685
30,74018,1006225,7968,5134641,10200387,319927
31,74045,994833,8258,5140302,10232885,314438
