i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2813711,6115513,49572,31428931,28386052,887633
2,4511101,5512553,51393,29809082,26471711,1680560
3,1151956,6008838,44838,29239683,27475112,861242
4,375999,5450360,52376,31360722,26464147,1635784
5,286074,6192619,46146,28233891,26945069,871817
6,366543,5383322,52793,29642319,26341387,1597956
7,287331,6278203,46531,29234398,26884141,859202
8,361953,5432303,47671,30526419,26323063,829176
9,364494,6274537,46833,29115173,26829018,857827
10,351064,5321404,44229,29659608,26256224,819941
11,363446,6369018,45886,30432565,26854853,873776
12,356403,5357327,46939,30580047,26245557,842059
13,373749,6356643,47576,29134626,26746079,854361
14,346096,5308455,44527,29681047,26196962,834984
15,389332,6423510,45495,30028367,26746333,870060
16,347420,5322321,44732,30618577,26105911,856784
17,373979,6374546,47730,29204900,26732490,868500
18,341479,5341481,43962,28359329,27698427,851009
