i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,349075,4306793,36670,37716267,21568595,747220
2,2180904,4450244,33432,19404657,19731252,744103
3,422743,3599014,33025,20303160,19313673,655092
4,465223,3632250,33080,18682184,20434993,651486
5,260314,4492954,34878,19003465,19597153,662811
6,243513,3616992,32817,20097389,19316395,655985
7,262056,3612877,33300,18856161,20556928,636284
8,265335,4510450,35114,18824923,19758280,663400
9,246802,3573400,33153,19120171,19418132,641166
10,268440,3590058,34058,20094894,19006253,630808
11,275028,4475663,37082,18752467,19879612,660338
12,249602,3625008,33278,19026571,19629554,649737
13,272705,3597659,32957,20031208,19063551,597079
14,276602,4350166,36587,18925484,20415641,696748
15,253925,3664792,34380,18942018,19561420,1293057
