i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2707918,5352742,59985,80930416,25204903,831785
2,2699553,5999319,46325,28413335,25137364,813565
3,828488,5391616,42309,29650272,25995188,784856
4,370485,4986844,46580,27575112,24644064,755460
5,364428,5900216,44815,28008366,24893395,801124
6,312101,5541203,41996,26176745,25370115,780275
7,349399,4984242,43236,27690694,24516460,771939
8,381085,5956375,47642,28273060,24881420,774205
9,284646,5719532,45115,26266789,25203855,800169
10,335348,4960982,43686,27761648,24414143,771761
11,385826,5069845,49337,28176795,24867359,1550245
12,263262,5950052,44269,26297163,25140937,799140
13,322699,4942174,42089,26131946,25905278,789698
14,397010,5112417,51207,28297904,24848393,1553737
15,262933,5976404,46079,26317373,25289938,808394
16,321375,4992866,40812,26170940,25849098,799892
17,387544,5089397,49898,28569926,24789927,766696
18,363004,5895545,47102,27135413,24918014,769627
19,310667,5506100,42422,26129311,25320176,783007
20,365586,5018789,47613,28440569,24599486,747422
21,373229,5914228,44628,27333698,25055586,765353
22,300596,5698590,44026,26968362,25222091,786170
23,350301,4979805,42881,28578791,24498851,770387
