i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,136910,4657720,25405,12252882,14096828,557435
2,663892,2089495,28278,12115019,16207575,488287
3,133384,2073948,28140,11602245,15398081,481117
4,132537,2040631,28207,11893797,15383826,480787
5,130945,2067523,28075,11542821,15234148,496816
6,131226,2062623,29295,11544089,15190026,478727
7,177738,2080361,27575,12751927,13632654,486140
8,177288,2093984,17402,12647244,13733248,509349
9,176885,3320335,27734,12543660,13670732,483680
10,132935,2062536,28530,11477785,15015872,480163
11,132484,2082436,27331,11468361,15179061,481115
12,131493,2083030,27690,11586577,15124234,480765
13,131984,2098338,27849,11553869,15174816,494671
14,173700,2114491,17150,12746712,13610528,489758
15,176733,2135005,27627,12557746,13685350,478485
16,175667,3320998,28346,12505143,13759213,474792
17,139369,2124641,27540,11509101,15103206,480012
18,137037,2114326,28189,11418380,15064175,479320
19,132033,2114062,28516,11461422,15075917,482097
20,132143,2115499,27975,11422106,15161705,484918
21,133810,2136052,28352,11479517,15258886,478823
22,176440,2141730,27340,12581672,13705672,494254
23,180432,2143148,28389,12498827,13675529,489904
24,175484,3380232,29226,12493338,13678769,471576
25,132930,2128419,28194,11447900,15108673,490978
