i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,56675,758901,10436,3899231,57431746,367073
2,55749,739453,10579,3739926,10463179,317774
3,54933,735238,7822,3648810,10186823,312860
4,56759,709997,18642,3626214,10111952,304773
5,57991,737300,7730,3598554,8994698,299518
6,113257,689616,17136,4691007,8959311,292285
7,56923,689188,7289,3655270,10042862,292758
8,56511,663091,5515,3629276,9717557,302934
9,56515,656723,5886,3599357,9647317,306081
10,59867,661472,5608,3607243,9554254,301349
11,56257,659512,6050,3552547,9564790,301722
12,56203,651940,5102,3593076,9616353,274366
13,56902,732875,7717,3545449,8862229,299279
14,109243,681275,7942,4359663,8884792,293482
15,55314,680973,6986,3751355,9867420,291599
16,55780,670343,17260,3567677,9647661,287783
17,55508,661274,5170,3563600,9611478,305207
18,58171,661991,5850,3559961,9562412,298578
19,55316,659956,5491,3561070,9579589,297947
20,55577,662229,5988,3549150,9553044,297025
21,57535,724234,16639,3566029,8827580,1053032
22,56853,666427,15581,3531886,8864184,298021
23,85384,661486,6153,4694779,8862334,306920
24,60279,664600,5178,3588220,9652264,302861
25,56761,671890,17366,3563448,9570626,290442
26,55589,656869,5516,3551163,9555316,305782
27,55822,657564,5527,3563421,9551947,305989
28,56096,659053,5609,3604108,9667699,299563
29,57053,1447383,8601,3549837,8818593,289863
30,56753,721014,7118,3556203,8815055,300920
31,98128,682990,7399,4490075,8826385,293321
