i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,552158,2133772,29877,57832127,13456964,486949
2,119949,2077895,15555,10558336,13843793,472227
3,199614,2034097,14791,11482396,13041838,450437
4,121034,2040379,14407,10480721,13612517,1096787
5,125036,2019150,14358,10435911,13131825,438545
6,185826,2027557,13879,11445616,12645926,438370
7,121139,2040355,15006,10439614,13264167,471389
8,184985,2047068,14451,11190332,12906356,437374
9,122817,2610318,15872,10555315,13357513,463090
10,124596,2023293,14164,10392050,13104379,464865
