i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,457708,2483121,24707,40331915,16916785,549143
2,754536,2430697,30449,12844855,15508609,503914
3,217825,2420244,29659,12453510,15322776,485434
4,220466,2430286,29375,12340230,15232330,473213
5,225245,2460631,29356,12344142,15204958,456190
6,220169,2469185,20163,12387158,15196337,471377
7,217738,2470468,30593,12378860,15075652,467625
8,221611,2468029,29514,12394552,15044624,469064
9,214214,2450050,28911,12409322,15104994,449674
10,207683,2460240,18567,12620394,15006977,469641
11,205863,2441587,29786,12434849,14953512,462113
12,209585,2433228,28647,12446984,15124659,465437
13,200204,2421918,28705,12426603,14883618,454391
14,198689,2383620,28525,12641374,14933474,455022
15,202487,2399100,27541,12471323,14879678,453434
16,199094,2410155,27783,12432171,14997553,455906
17,200676,2389761,28120,12418233,14793928,440023
18,196869,2409281,28197,12444731,14814890,453901
19,195271,2412980,27829,12458772,15012859,448775
20,195494,2413849,28161,12480414,14763462,473064
21,201003,2387554,27880,12474862,14780384,458825
22,196036,2389459,27067,12498236,14710196,478678
23,194913,2382924,27491,12484883,14691220,477225
24,198624,2377969,28073,12862029,14929066,491222
25,194977,2380513,27312,12555263,14764384,480642
26,132519,2399149,17600,11416425,15811129,495327
27,132138,2394578,27507,11408981,15805992,483138
28,132099,2386429,27457,11401858,15818422,470767
29,132340,2357940,27580,11403161,15716590,487122
30,132125,2375671,27702,11401974,15749557,503500
31,132324,2355106,27545,11779245,15714847,478628
32,131611,2368725,17415,11435506,15738759,520810
33,131287,2787748,17370,11421183,15313948,495850
34,131974,2817488,17738,11420102,15361870,505047
35,132150,2820544,27313,11427594,15311598,495682
36,131327,2816048,27260,11431003,15371551,500623
