i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,297292,2154515,18788,36972065,14337638,511934
2,696592,2123034,15003,11582543,13459454,478671
3,190590,2113246,14297,11294226,13192692,464038
4,185344,2112442,14424,11283671,13660683,462069
5,119081,2119332,13420,10137525,14252434,459188
6,120034,2718110,13558,10094770,13621319,477127
7,123201,2767138,13699,10130487,13523426,492061
8,121220,2155685,13808,10154515,13425870,486495
9,188453,2160988,13407,10893810,13252815,479135
10,194334,2154150,13634,11150638,13221145,460936
11,194671,2163663,14231,10950065,13181693,463570
12,199875,2166768,13965,10981524,13124511,452426
13,188881,2170325,14371,11127274,13004912,438732
14,187449,2160499,14215,11190070,12941635,441636
15,119608,2152959,13686,10123222,14132819,452949
16,119718,2672811,14223,10115589,13747320,485314
17,119917,2714298,13507,10123766,13482889,482145
18,121219,2145119,13859,10162452,13447586,481969
19,187676,2168766,13475,10810315,13276346,472623
20,191917,2155255,13714,10938194,13198420,461166
21,202941,2166222,13593,10928510,13221330,464635
22,200661,2177530,14391,10953564,13354266,462355
23,193249,2161628,14500,11052477,13155178,444444
24,186705,2159316,14312,11161472,12972229,449639
25,183741,2161209,14864,11286582,12873759,460837
26,118502,2582072,13686,10103094,13611610,487583
27,121330,2711693,13978,10095760,13569672,490248
28,118877,2123114,13460,10178050,13496073,1080283
29,119894,2180407,14086,10181888,13326225,491171
30,194041,2171400,13934,10935016,13214723,489007
