i,sstep,lambdastep,gammastep,wstep,loss
1,265835431,175684647,3009252883,143950169,350609
2,195951717,622601862,3175732375,142367186,363558
3,287606542,396477533,3157902760,133301260,373124
4,114237560,335940368,3066584075,138405207,971595
5,217636379,483804789,3425319739,133196251,368028
6,206299499,314578433,3060328314,137803059,361510
7,244247157,463818831,3481126185,144363868,361640
8,134861634,286825270,3054211178,139948180,358909
