i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,38092,342788,8245,1878718,56134447,516698
2,32483,329748,4220,1798801,8868663,273615
3,35300,316830,3138,1781555,10273560,364351
4,36150,327639,3313,1776223,8737311,257049
5,37592,312869,3238,1745474,10036701,334503
6,36328,321397,2690,1725286,8830155,270388
7,38185,305477,2909,1731594,9839432,319080
8,36995,326520,3232,1772986,8680364,251744
9,36064,305700,2781,1737802,9991355,313007
10,35188,313706,2570,1710013,8625821,258106
11,35749,295264,2734,1737667,9797383,313560
12,35974,315085,3021,1748682,8563269,260890
13,35371,303511,3114,1749263,9766790,297883
14,35296,315166,2690,1735953,8518305,257551
15,34364,295214,2933,1755388,9832325,289456
16,35583,315062,2579,1756845,8466448,251421
17,35366,294390,2607,1760463,9880093,290108
