i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,622204,3960180,36312,35275651,20665785,739977
2,1925381,3929053,35289,22998249,20037195,667892
3,284819,3899738,35776,22437825,20812443,688330
4,528910,4784746,35387,20415768,20548735,758448
5,256395,3859464,38693,20775591,19856782,1343466
6,203632,3857784,33168,20689110,19491102,663592
7,286163,3887880,34653,20278923,21524555,664452
8,273171,4667001,34957,20033553,20104090,746493
9,258546,4586182,35208,20305538,19916425,708010
10,214510,3889490,34651,21496234,19577344,715502
11,288193,3882416,35569,21546320,19302044,661084
12,285479,4551386,37332,20315899,20887680,676021
13,263481,4672473,35213,20234577,19892697,737779
14,242824,3876556,34625,20416670,19574925,680475
15,286243,3901330,34465,22325899,20009805,657843
16,298489,4379513,36645,19922766,20421349,701706
17,270778,4850107,35167,20204158,20004924,703631
