i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1128673,5669116,58772,81058673,22393433,736066
2,2713238,4354291,39009,24965604,23609314,688290
3,1049232,5047441,41198,24509836,24675097,722618
4,288694,4348992,37965,25491630,23407325,697336
5,325908,5224206,42057,24404519,24461851,707217
6,282838,4375679,38085,28352222,23284620,679427
7,309441,5192893,42608,24514426,24433227,707506
8,253616,4402618,38456,26002728,23056918,688919
9,308228,4447351,39577,24290490,23634166,1392833
10,245813,4446761,39408,25790307,22834414,666047
11,311975,4448424,39228,24400320,23598297,672206
12,321874,5059690,42783,26476925,22332200,666720
13,303085,4404029,38021,25190969,23404718,648980
14,320660,5075171,41742,24241406,24526550,723247
15,289722,4325436,38815,24636818,23317571,682689
16,320441,5163616,47330,24525460,24818214,721809
17,283461,4379786,38204,25542871,23334773,690010
18,313603,5230395,41004,24313122,24245843,697135
19,265180,4427310,38987,25543810,23173074,692411
20,313996,4469320,40915,24548296,24880778,1406903
21,245072,4428623,38725,25875540,23056375,662700
22,315522,4474516,39191,24409557,23633215,673485
23,322973,5059303,42948,26519593,22319858,663104
24,302721,4405374,37884,24495954,23539608,661691
