i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1819097,6587700,63008,93586632,23979133,825357
2,1856123,4996043,49281,27209287,25174803,796931
3,346387,5029104,43625,25975093,26153085,1588591
4,514667,5782242,42230,27173682,23872873,770603
5,344574,5001989,46415,25995573,25241098,774786
6,358606,6007120,43481,25670983,26441663,823450
7,312166,4990259,41676,26939363,24917995,799983
8,339448,4974069,42886,25873929,25416418,786456
9,360759,5792043,48535,28019709,23878574,784310
10,331413,4930967,41582,25898190,25063253,768992
11,404173,5927646,54846,25746727,26260433,791025
12,256625,5042406,43021,27169788,24706448,775214
13,354117,5051770,46925,25722827,25420873,767403
14,356703,5981829,43590,25608264,26470522,825138
15,314969,4985085,40928,26887105,24917666,797376
16,340734,5004783,42064,25798068,26035922,789764
17,353287,5777380,44659,27928993,23869386,766681
