i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,198838,1400188,15136,9323849,11490265,437562
2,371878,1369604,14842,22933793,10782248,396029
3,97283,1345488,14869,8194302,13413388,398224
4,90453,2792926,13781,7240505,10731771,382390
5,89807,1324260,13424,7154735,10573135,401429
6,93990,1336491,13488,7564276,13057993,387315
7,88766,1293655,12889,7208118,11964842,379953
8,88618,1328718,12572,7140388,10582896,391195
9,135144,1298089,12583,8472791,10589435,383636
10,88961,1284271,13186,7213894,12291057,378722
11,88926,1287474,12478,7122506,11780726,378726
12,89884,1327493,12735,7148416,10510487,388424
13,129867,1321390,12293,8628710,10583264,398818
14,89307,1289672,12566,7155738,11920097,388145
15,89336,2485462,13141,7123318,10575240,375309
16,88622,1321580,12453,7071019,10524292,401282
17,88683,1325116,12696,7513106,12875313,387007
18,88514,1309208,13122,7151935,11840964,386448
19,88695,1322565,12578,7106620,10568851,390887
20,129432,1305558,12480,8357386,10562642,379433
21,93387,1310522,13147,7198523,12121688,381057
22,89895,1302997,12514,7119582,11644531,377588
23,89561,1309260,12268,7130391,10556422,401809
24,130803,1316228,12974,8612651,10620034,389997
25,88875,1308029,12559,7140387,11894466,390086
