i,sstep,lambdastep,gammastep,wstep,loss
1,617254483,218706503,10156687779,210443706,712899
2,2296029774,5280171013,11245222882,223300580,806441
3,2120835215,5437923636,11503128740,224957999,821566
4,2276975446,5414166526,11541834709,211296103,723567
5,2336975365,7548390958,11611820110,209516677,1342731
6,2506629056,12562364825,11617006833,206381418,757220
7,2150954981,12704959705,11613135163,210375533,758766
8,2209145267,11967532396,11574330156,210581786,798874
