i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,12387,22447,2006,292597,12288,48434
2,18149,38661,1708,427052,11194,36666
3,5740,30435,1819,310669,10435,38239
4,5237,32096,1771,299715,18993,32066
5,5097,31898,1899,293390,10279,34873
6,5052,29454,1473,302433,9582,30556
7,4945,30247,1506,310516,9556,31555
8,5005,31120,2065,291856,9776,30135
9,5403,31415,1813,318777,10048,30147
10,4263,27455,1429,262576,9773,29221
11,4238,28890,1298,266629,9022,28909
12,4751,29895,1590,301406,9743,31451
