i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,6891,26023,2259,352980,16485,52245
2,6430,52435,1940,423559,14782,34961
3,6097,35684,1900,376010,14349,58212
4,6023,43040,1979,391439,13907,33829
5,5831,38445,1956,389933,13050,34959
6,5979,36200,1923,372167,13319,33950
7,6173,36239,1888,381647,13619,40428
8,6047,38125,2012,377009,13187,34951
9,7663,37108,2568,446748,15473,43406
10,7241,45924,2776,471789,15583,43670
11,5858,45867,2178,429503,13251,35940
12,5797,37810,2042,392232,13507,33324
13,5314,34940,2592,336363,12508,30570
