i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,197286,190908,11392,8555529,22076,81904
2,151450,198365,9999,6761944,21063,78972
3,26883,233508,8183,11755275,17959,69255
4,26446,187293,9205,5761656,15837,65333
5,29273,192297,8404,6022385,18923,69236
6,54592,2573956,8259,6069564,17473,73479
7,26354,186027,7143,7722693,17477,62343
8,26798,176788,8775,9496245,17798,68394
9,25961,186929,8448,6220903,16227,66233
10,26207,180423,8212,10221738,18209,67927
11,26409,187540,8137,5505163,16146,64166
