i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,247022,187046,7839,8945701,20000,76153
2,102671,185933,7535,6173187,17071,66260
3,25290,169548,7046,5720269,16159,69415
4,25276,175160,7629,8315236,17156,69958
5,24785,176248,8227,5547420,15885,66347
6,24604,166034,7798,10886339,19005,66075
7,24889,168803,8058,5322545,16335,66945
8,24620,172093,8597,5404664,15737,71718
9,24661,172751,6761,7934671,16603,67207
10,25077,170608,9141,5545078,16101,62682
11,24773,167412,7242,10702262,17184,67942
