i,sstep,lambdastep,gammastep,wstep,loss
1,307248,31927899,319671929,3459674,37010
2,210518,34880113,262144284,3439753,44061
3,199567,38177440,269049160,3139231,54467
4,214935,34890295,319356094,3425743,38095
5,214581,34331817,257464387,3457299,36408
6,207260,33138028,302419524,3090686,39575
7,203728,35876290,265591864,3397203,35673
8,201783,32640230,322954792,3435147,35607
9,247045,34135556,268613864,3137019,37714
10,200792,31144992,268414214,3410962,35547
11,201273,32855676,318851567,3071242,37452
12,205450,31029481,268705420,3110202,38764
13,214305,39113499,319835550,3415285,37413
14,203873,30197321,263889346,3113402,37476
15,194685,40283505,267395322,3427465,33676
16,198659,83346038,258437177,3428476,36612
17,226831,39657919,266550644,3436060,50175
18,225993,30399788,319329430,3441566,43783
19,202566,39899735,266853024,3402858,37456
20,203636,31371485,258986768,58851284,34516
21,209220,41373713,273462351,3455468,36768
22,196312,31925705,258784605,3403125,36445
23,200995,39359910,321123272,3409316,35656
24,248478,31685479,249317341,3400550,36755
25,207554,40734041,311997295,3434580,35049
26,204449,32395633,259703649,3440751,42310
27,201900,40502584,265810156,3412745,34386
28,200343,32524544,311247590,3423943,40356
29,214432,40324408,267433366,3391936,36750
30,199073,30767989,315223412,3407817,35191
31,215204,39994540,258295766,3405444,36939
32,206725,30792586,257686224,3424706,36938
33,207667,94147928,271030040,3450895,39848
34,205290,32355709,260112263,3419686,36970
35,201055,39094036,320019331,3428901,37776
36,208563,32561170,260180384,3378535,37123
37,201040,39396507,311748779,3446824,36258
38,203794,31625850,259497507,3446135,35578
39,205900,39492729,267298612,3409883,35277
40,211119,31494293,309751481,3399681,37862
41,205129,38741703,267172171,3405756,37715
42,202792,31432157,314083753,3427737,37050
43,231427,40355262,268036601,3422073,38521
44,201358,30953166,257750050,3395688,37436
45,198572,39474494,319419681,3453049,38373
46,205024,32138161,259684902,3446302,36470
47,235148,39567530,320906801,3406374,35686
48,202398,32653021,259643269,3434570,35999
49,199217,40399675,257107147,58244218,34511
50,199494,31928527,259289002,3401242,36750
51,199530,40507019,256885150,3425825,36227
52,203637,31505364,300255625,3403432,41283
53,214407,40073283,262505356,3428000,37483
54,203563,31819136,314211606,3461532,36525
55,202270,39733773,259163716,3442321,37236
56,200251,31582092,258689190,3420836,36966
57,201241,39999786,309469441,3415718,36043
58,233395,31639904,258130699,3405576,36971
59,205561,39060863,321717178,3416755,36617
60,201338,31771870,259539748,3466432,37667
61,203105,40732441,266828526,3656960,37681
62,208689,85366889,250991685,3424610,39186
63,212800,39831735,257665403,3523373,47691
64,212240,31836923,313038124,3437484,37539
65,204703,40658570,268213448,3428497,38062
66,202997,31710995,312714982,3462568,36722
67,210280,40501567,267266380,3413125,37967
68,206904,31233844,259963345,3432563,37226
69,201086,38429260,307898715,3439336,37072
70,209072,31988425,259208497,3416656,37756
71,211051,39381675,312086454,3428727,36286
72,198038,32610255,259818731,3441015,37725
73,204587,40645231,256854983,3388827,34163
74,219294,84402888,259996215,3432174,43800
75,208587,39616803,266749588,3421083,35286
76,202288,31476738,313473673,3419921,36062
77,223486,39927593,257261208,3408949,36677
78,211707,31818031,249109104,58343750,36321
79,208180,40054554,268406892,3416080,37980
80,201107,32517163,259026430,3430581,36834
81,197675,39774187,319516703,3406708,37759
82,199372,31377633,259600175,3400293,37040
83,206736,39919442,322012019,3463031,36650
84,202548,31300071,259806034,3442812,37603
85,204045,40828225,267274395,3409747,37372
86,208255,30863673,310804161,3406341,42645
87,211510,40658195,268028291,3391427,36842
88,197612,32001153,313638819,3405892,35930
89,204275,39443873,257762573,3417951,34669
90,203214,31825285,258998618,3406945,38123
91,239372,93086031,267455376,3436626,39562
92,209178,31507203,259615379,3443605,37603
93,202830,38903849,321119522,3409767,36144
94,236871,31979446,259538054,3415993,38819
95,201823,39841265,322985070,3447561,36026
96,210455,31143083,260073655,3404828,36692
97,205700,40166742,257029110,3385083,36027
98,204790,31761862,311180579,3431381,38170
99,207734,39697221,258739766,3408745,40260
100,202679,31554113,312594927,3443878,36729
