i,sstep,lambdastep,gammastep,wstep,loss
1,183868500,203670884,834097325,159970924,87573
2,175870270,406429388,832863054,714049936,89485
3,186021701,524788960,745418384,4237984,85113
4,182685669,205689211,795850369,4122156,91926
5,159452607,246424305,809453207,3967068,81463
6,194205200,587665880,789814659,3726299,82645
7,205481726,223219259,768156806,4053619,87097
8,212429522,229537320,770679073,3732911,91116
9,181530667,235501059,772115129,4103359,86441
10,180160034,233907193,778009806,4134348,90314
11,186503845,231215306,776810805,4082518,86373
12,187725413,219303826,788972105,3895024,85853
13,205567995,218958221,769168389,21688507,94698
14,301541523,226011435,764666242,4147056,84970
15,416171437,235943703,768398700,4030144,82133
16,177876723,242168163,769271768,3741860,88206
17,214025090,240770136,772746314,4102077,89155
