i,sstep,lambdastep,gammastep,wstep,loss
1,270604,8381797,292240541,3440985,35652
2,238132,26424498,292072687,412331653,41087
3,252558,49129439,256089097,1805937855,37428
4,226597,75602431,259799027,3112617,38220
5,221035,14807793,291903206,3525922,37989
6,224659,44388000,274385884,3092192,37342
7,220888,94005662,283296628,3100174,37269
8,219325,43655876,316447189,3232257,36313
9,228616,41005913,265059323,3081902,37017
10,227456,83131376,268927724,3421880,43205
11,221751,48570606,315974549,3762293,38544
12,222878,54838778,274408900,3418856,38117
13,224963,79788853,271873110,3422948,37669
14,218456,48024133,306911085,3523895,37545
15,224732,45045069,265585668,3120937,37990
16,220874,86624535,269296203,3423526,36378
17,228970,42336950,318208309,3251757,35042
18,223025,47972753,263783894,3100785,39294
19,225829,85279143,281777057,3434626,37614
20,222014,47025554,297229207,3530207,37972
21,226479,44607125,265369380,3381444,38268
22,253635,92197068,270375920,3439511,37963
23,231640,44343536,318575704,3197644,42632
24,230349,48397390,265629073,3443721,36776
25,228046,83057978,271361533,3434113,36943
26,237151,46159099,317574448,3532765,37403
27,226657,43224444,265799176,3408295,38375
28,223988,83854826,277940272,3099721,38491
29,225109,44411527,317945879,3547618,38990
30,233134,46529344,274584870,3436585,38643
31,223961,82639081,270135076,3099015,37380
32,227074,55503977,315376930,3500971,38209
33,222288,44563407,264861212,3394533,36451
34,261811,89628170,268703056,3418097,37752
35,217346,42789836,319373130,3521453,36639
36,220426,48468357,274412858,3405865,36562
37,222433,84118924,281079204,3406350,37530
38,226039,46763791,305760386,4182297,37534
39,222099,46344960,272912708,3118484,35530
40,222976,90708969,280803096,3417026,38291
41,223528,44128512,318344398,3502851,37871
42,222376,49235270,273945621,3371532,39070
43,252709,80347789,270945180,3427824,38076
44,223832,46198271,307554535,3514104,37320
45,223636,46879048,265167883,3427157,35017
46,224921,86018637,321518340,3655675,49596
47,235768,50590717,349603632,3428424,61151
48,243355,58851518,294159638,3403229,38238
49,261358,82253873,279571663,3098277,36462
50,222305,58005000,307619928,3536787,37910
51,227272,45879310,264980453,3386706,37509
52,226911,79611873,269568842,3437913,36592
53,223788,48062233,318982392,3536027,37556
54,226989,47242658,273301727,3102078,36369
55,223351,82519553,269534161,3429681,38444
56,223512,50104512,314363561,3525608,35247
57,227587,45141343,265251568,3407016,36231
58,221894,82587371,280684063,3150837,38285
59,218712,54901412,317427497,3179518,37054
60,226443,43687453,272513065,3118482,35992
61,265054,84302204,261181155,3406373,38466
62,218436,45573481,316519755,3257956,37930
63,236254,55189835,276879129,3116030,36626
64,217505,85407569,270112035,3174824,36971
65,224697,45428236,318513732,3533938,37638
66,232915,46665569,263514440,3126406,37778
67,253175,93237431,280700098,3118513,37177
68,222294,45919037,306025059,3245127,37924
69,229657,45401812,275096768,3432678,35713
70,225174,83549994,280019768,3147867,36926
71,220079,54150285,318420513,3205996,38674
72,225014,46136036,273185463,3145419,37542
73,224815,83677887,280777099,3426031,37466
74,225639,49942352,316770974,3181934,37667
75,225158,46901070,265046616,3404878,36965
76,227238,84701602,281886726,3102475,37332
77,221851,39459632,317943295,3497600,36183
78,226641,45800772,263359965,4162737,38483
79,216176,82538101,261705630,3442766,38210
80,224984,46467358,316959583,3526170,39266
81,226049,43133979,265882535,3406495,37223
82,216852,87191984,279058754,3417160,38392
83,226035,49770713,316694388,3515550,37295
84,241977,51527019,273782948,3374912,35675
85,253409,83767286,280359948,3116469,37752
86,226390,55687960,305384223,3529195,36145
87,229514,44923309,274594816,3394480,38257
88,231644,90077042,279248939,3420945,38012
89,236007,42389638,298300307,3521006,37141
90,226802,47347837,274924743,3396006,36964
91,224484,87127255,280485707,3460130,49795
92,284068,52589283,326532294,3569800,40161
93,234121,44817282,278339198,3121441,45304
94,227473,95084078,259662808,3433480,36463
95,224405,43371729,307797503,3515733,38337
96,221997,51857822,273007368,3385528,37563
97,259797,80470991,279198380,3425355,37733
98,224790,45759610,316871340,4146287,37500
99,219823,45433525,274875001,3426276,37914
100,226202,84633710,269317887,3438494,36763
