i,sstep,lambdastep,gammastep,wstep,loss
1,262872860,177691576,780034933,223774277,84017
2,23073310,359842371,696323356,1137530741,80664
3,220107318,521743423,646984351,3681699,85210
4,186626292,193348301,665503864,3797522,76967
5,200510502,244336870,706591548,3562066,83475
6,220110313,305351485,709269506,3519936,91568
7,179946173,297418949,677555536,3749152,78361
8,207774983,225216420,705886225,3704733,84405
9,182161593,212264139,683734398,3685160,89204
10,190708688,241406046,680477020,3721419,86271
11,333389366,212881517,675193723,3411734,80967
12,193723858,239046007,674431553,3661457,80223
13,418541648,224744561,704757173,3387124,82325
14,384364058,219327281,675980931,3362908,78610
15,179208079,250560596,682723966,3676176,88166
16,270941624,212318242,676904504,3667572,75874
17,211852294,244937109,680021029,3788355,81983
18,22837034,177992794,681384973,3490210,29577761
19,419016216,212689112,675287571,3695129,77657
20,343725927,217753652,707157845,3744444,81525
21,175931483,218200758,679575215,3721066,75703
22,185676503,244638214,682194286,3703269,82924
23,157696748,212932830,677794599,3797409,78217
24,184397122,246569903,684306229,3667926,81934
25,229272520,211936657,678601178,3684006,80295
26,143861243,246440334,675999356,3842644,83017
27,186231327,228812815,705475048,3732469,91162
28,302780059,226071778,676425151,3348256,82117
29,190349795,242654406,683894178,3402028,84811
30,375040277,213174903,678047593,3671410,79137
31,168443959,244778590,681554712,3683099,82613
32,213105833,219227396,677361595,3658477,78606
33,174710740,252792733,678005079,3681615,92940
34,156939321,218248127,705062552,3951597,79664
35,217185070,212650109,679448843,3669465,82791
36,165105118,226132023,705730219,3700955,85494
37,194455749,213180256,676341706,3662938,77893
38,336977194,237507698,682744574,3710371,83976
39,173362137,219207444,681112726,3339227,78131
40,246268009,252134493,680233667,3410606,83603
41,245740631,212531373,675736906,3346321,75864
42,228717038,245169101,676432364,3702033,83225
43,162035972,212398550,705810251,3502689,84129
44,186043973,212942124,675994701,3832133,79773
45,170493638,218622395,718182330,3773558,95317
46,184452245,214468129,676996515,3802898,75293
47,113371013,238572517,682297284,3715107,80946
48,193392971,226398738,676352625,3342479,76864
49,353368230,246310059,678537763,3447583,82942
50,159470401,212839345,677114559,33399178,79559
51,182698635,218578656,676268152,3344291,78132
52,290111740,219352193,707906494,3398986,81439
53,201705172,212179744,676988069,3359487,80132
54,155691475,237531446,685084373,3726971,83023
55,211157732,211737436,679961811,3507247,79607
56,217210043,243774914,682985720,3687144,84195
57,162245212,224992405,686369849,3390666,115305
58,342914341,239624166,679937547,3401497,84012
59,128761703,218602150,682590263,3693911,82416
60,201379480,246834098,680157365,3796283,82841
61,187129624,217929603,675074597,3408573,29625116
62,435463353,226208863,675350383,3368482,80395
63,213086816,211911274,706284455,3748755,84876
64,204006730,212162002,677466892,3839645,81065
65,349927826,219289971,707400604,3476879,80873
66,183079810,218847518,676449893,3708005,77641
67,194490166,251069762,680298111,3390511,84391
68,200791783,212733885,676950565,3511657,77802
69,253895454,239232126,681539643,3710233,83718
70,203981806,224780881,678352812,3663540,86386
71,404330591,240724111,676288536,3723647,85509
72,167921253,211535941,704428873,3923332,82852
73,176501784,218557497,679753319,3380741,81094
74,194629969,218392920,704755272,3743784,83945
75,219511690,212467373,676691280,3806903,90565
76,183671736,218650682,704522182,3699027,84842
77,223640298,225521579,677215241,3356632,78526
78,215848398,244212716,681523722,3359946,82055
79,203830470,225308989,676754980,3662450,77551
80,227307230,240048222,678857425,3703856,84147
81,197390902,218699278,677661434,3707585,96911
82,193773880,243566764,678027791,3695612,86649
83,191067830,219564416,676452486,3826577,29750549
84,23353262,188566931,679065013,3372820,78367
85,218222368,218638570,705695069,3844918,82437
86,180871363,218540170,677840889,3827818,84665
87,198041177,218469744,707260153,3756864,82070
88,156546925,213262061,677722585,3668434,76294
89,173411818,242590286,686346798,3731469,80476
90,212011713,225273817,677104128,3301796,79491
91,162212794,242010683,684098121,3377706,85467
92,194392512,220161862,682199624,3537438,80628
93,391328173,212506353,705846688,3771826,83188
94,191781642,225293069,680055146,3666026,80050
95,131989915,237830342,681828286,3699897,85073
96,209971092,218449399,676784693,3669819,79159
97,419098322,245130053,680646765,3699755,81896
98,181407947,218585523,676028755,3372760,78494
99,201417032,239316454,679890935,3709260,82866
100,184868337,212212943,679251050,3347882,76771
