i,sstep,lambdastep,gammastep,wstep,loss
1,680002,10582196,323976895,4053619,60298
2,375378,91977283,274615736,1284119342,43432
3,410196,67491270,278663497,3971606,43990
4,379824,55501759,307928240,3986922,44838
5,382664,50412539,341793884,3971737,46771
6,379882,50848477,303237983,3963717,47611
7,365550,54763062,315142757,3637406,47589
8,365035,72355964,316205087,3947174,43261
9,425485,59397833,321459809,4045870,43499
10,375352,21369221,270546114,3640635,46351
11,357210,37017033,304781435,3973094,50683
12,391654,34280879,370231913,4039143,46831
13,366332,34418557,276881526,3960834,42431
14,367382,75625796,283736315,781221526,121344
15,638132,78521934,295097427,4000354,50003
16,367489,77908382,300993276,3961161,47325
17,356802,81994658,274122958,3929198,55372
18,381496,74620077,282265211,3660548,45110
19,350720,20387022,304658921,3663269,48826
20,355812,35989078,310930166,3974409,49060
21,390235,36787515,284271251,3953320,47491
22,369019,73077272,298066233,1319700725,43996
23,383555,39677812,289611764,3941654,49417
24,357468,106355494,359057842,3954799,47640
25,354253,34812535,298035035,3597025,47578
26,357358,117691368,280531745,3693988,43411
27,357064,62535260,307602480,3975435,48964
28,380757,34957010,317247487,3659890,50184
29,363231,34365059,441259339212,619014731,98502
30,506793,27602416195,308307277,343677444,78392
31,417724,73332830,282779030,3992126,50237
32,371155,22327721,264584409,3998404,68338
33,366572,86227474,302653364,3925993,44617
34,379531,48053707,320447865,3650993,47241
35,358572,51215788,303870463,3971788,50274
36,365158,38524190,270134850,3942385,49479
37,413739,36824957,308983760,4016082,45413
38,367439,36288125,312619538,3965138,44320
39,360254,33567858,277180750,45186297,50529
40,370598,34438249,441831356430,1537787123,96336
41,466064,27381692458,314253198,374003569,71693
42,438302,69363960,2934480123,1252584490,47708
43,453029,65506040,322692376,623157078,51624
44,411624,69210862,255673092,4280655,69948
45,439413,89083367,270477726,3980962,41777
46,365967,78493601,327330088,3692833,48794
47,432662,35323805,312688161,3975062,47070
48,360831,36045634,273044803,3938751,50712
49,385749,36290094,310982220,3989039,50391
50,397124,37404350,319890223,3970647,46737
