i,sstep,lambdastep,gammastep,wstep,loss
1,197556674,156552741,504278156,737814802,110145
2,218178378,273801100,472753107,1797506555,68971
3,238303692,341979502,495028119,3696162,100016
4,188026883,200856779,498715656,3392060,72454
5,177197471,363105616,542250136,3439084,62837
6,188338440,358370605,548291561,3905568,69196
7,197079168,199728433,496356425,3899279,74075
8,178686930,255284181,522711474,3767772,70733
9,204448836,273106596,524621726,3742609,69525
10,437632402,302125807,524360593,3898064,69485
11,152700683,281398696,532097335,3844827,78988
