i,sstep,lambdastep,gammastep,wstep,loss
1,893143,13862230,353122543,3328989,47114
2,464108,53571667,328025872,894763328,48057
3,526323,121365043,305557883,3322471,53022
4,460879,29150834,343627412,3142513,52685
5,451609,98347422,356782353,3195071,57853
6,556870,83535707,337237336,3143630,49552
7,460169,91778782,477122658850,1710546962,78411
8,614509,31324773645,329613325,701221433,63308
9,628087,91099026,300642318,3355970,49481
10,469247,70109257,334136844,3465532,58857
11,458830,112511634,323078311,3322267,45644
12,515600,85820576,325193987,3465764,47645
13,468899,110912846,323305513,3624528,46724
14,457917,167699161,314162942,3281987,47150
15,583184,105628739,310788237,34968985,51772
16,456183,70298811,336249867,3456797,51575
17,462838,161636926,356773199,3631629,54046
18,525184,97302294,329463852,3154084,52871
19,499670,69545502,334676962,3476118,58113
20,459922,75493500,366594609,3523958,51983
21,549193,68333619,347686460,3140428,54091
22,452025,72479921,324789061,3151376,49428
23,448418,238514419,361270586,3637536,49117
24,549781,82678967,353874971,3474937,49888
25,452582,78241923,323697299,3496611,55401
26,455062,97728243,324486792,3140829,45891
27,530330,85733211,368862852,3159231,46929
28,455343,91108123,323689091,3171282,50816
29,475117,74570015,342523871,3492271,52604
30,526372,176280757,327705902,4000821,53202
31,523143,146711859,348869302,3707623,59078
32,622565,68137001,338278194,3466439,49801
33,464628,89248541,338827819,3145555,49514
34,450557,78786688,333486126,3143213,46720
35,521076,122362807,337329672,3451740,44006
36,450366,110325482,319855113,3512619,44524
37,517898,106421882,321103994,3163208,50981
38,668930,107622846,313109106,34419269,49503
39,461083,75176654,369853452,3182109,50523
40,458550,69557884,359548070,3487759,55276
41,511194,94913011,362162800,3605519,57336
42,450537,68673913,359096108,3508573,55070
43,446029,87996052,349629542,3463743,53240
44,508112,67754214,346928812,3467904,53046
45,462404,85228439,360459782,3447598,51421
46,449997,67476903,358371904,3463946,48525
47,583909,85646428,352006631,3449667,51697
48,450329,66944179,352956987,3450959,46143
49,456246,69601584,340207463,3431408,48388
50,519913,67929908,356067260,3492473,44884
51,456844,70427483,355992561,3468210,54429
52,452926,67331044,348978932,3514343,57329
53,584053,70583798,484492320557,1157937903,85218
54,540309,29285712965,328926296,742943170,48619
55,488286,85313655,299819178,3282091,47122
56,454501,28841835,335909181,3456046,48916
57,464034,94048330,332567846,3143408,57320
58,457720,74052138,333967833,3445740,47020
59,533628,127117521,324778981,3269762,48888
60,452570,99271300,343343815,3297540,48771
61,450343,146952796,408203698,1373428246,78429
62,564058,54851007,290092523,1656170241,50160
63,1073209,125011131,274725664,3302032,42043
64,469146,59196679,282677919,3433230,45978
65,462713,118414295,332370703,3422101,48170
66,536529,105575061,306007273,3153501,46549
67,451015,127126868,320172727,3603536,47302
68,456563,120388714,300658099,3130989,44462
69,528645,111850494,302017927,3446054,46486
70,452740,113279728,283047076,3585214,43857
71,467044,101065633,302113824,3420177,46176
72,565076,117239131,339397627,3586135,46098
73,478430,85426289,354512623,3139807,47515
74,467745,77150911,346607521,3854478,50988
75,504537,65038287,334361499,3452055,47438
76,459148,49057703,358047905,3456717,47654
77,454480,75965369,324676917,3458605,48385
78,535680,98104267,365455875,3151930,50045
79,460991,76751476,345469007,3491053,52843
80,523426,68108471,325799936,3474059,50805
81,564970,134325590,336879910,3471525,52453
82,461569,90592622,337335776,3478921,53057
83,450772,100429124,342375157,3489323,50192
84,501726,79572614,348613307,3151745,49695
85,457138,66447146,343406410,3473735,61285
86,454359,75134155,343024386,3477576,54468
87,538263,68390027,335809690,3152662,50183
88,453555,49299538,353010522,3234154,54670
89,466795,68252276,343033250,3152719,53724
90,552694,66355342,369585284,3466191,54619
91,468079,52923675,366768171,764062196,60599
92,508120,21410957590,382399781,462580912,50035
93,505960,28457227250,285050018,3060290,59416
94,567407,187132594,302359971,33652517,51026
95,463205,58071992,329532937,3164436,30639901
96,497457,68122174,302123482,3557847,44354
97,496796,163184115,340516205,3279813,47586
98,463163,102616490,300081673,3467211,46850
99,455609,103702008,312759869,3437481,44552
100,564053,134608840,303364095,3611986,45673
