i,sstep,lambdastep,gammastep,wstep,loss
1,297503997,186686069,559209250,493460158,74344
2,365096516,316603654,616387399,1598058806,76684
3,142672974,398520112,552320884,4281302,83896
4,130981392,176514276,521105028,4018022,72455
5,160949110,177408509,553413948,3770345,77640
6,417383291,50121663045,1054367956,286809018,69832
7,382333980,537847168,549006752,3789746,70337
8,198838227,527767808,566903593,4283857,70090
9,161033915,348635526,603277645,3823959,68488
10,162369667,464097967,568596675,4097356,71726
11,221901645,275595849,599533291,4244709,71732
12,176056877,184368021,581823503,4157346,68749
13,203225110,351126098,587646829,3848079,73532
14,186915155,189604278,570073508,4314653,72347
15,190963234,217756200,577028862,525754363,106992
16,171773394,317913603,580762835,864035767,72676
17,142787434,444500153,550742870,4235335,71737
18,168058882,171960218,521369323,3971382,68559
19,203517388,182779646,551833508,4723005,73308
20,173609099,234453128,561080526667,635906897,117153
21,17656766,55307104048,1039285171,374811915,86095
22,162343045,294241511,842294444,1093852544,71603
23,161406489,469433374,573375212,4451759,74936
24,167663554,179048996,573416464,4128663,76470
25,142687816,167830355,581909314,3783374,71970
26,188712287,255178051,588208320510,345348897,112284
27,178303338,56177609320,617660135,356771516,91387
28,341486908,305366608,554248423,1080925404,83839
29,151821981,446888992,543946526,4068393,73452
30,402884471,198602910,530282612,3814992,76046
31,156093422,163528649,576265153,3325473,75143
32,183558589,234705956,4956897838,1091808573,76366
33,365773614,56351768105,617773168,358225627,92030
34,141861364,305633852,552997599,1038900869,70768
35,196197738,465389408,536488703,4075531,76351
36,168543104,192319084,527340837,3925495,75334
37,180597036,168096658,577290775,3741075,78516
38,152610408,243818103,5337243540,1178564679,77901
39,15273267,56445746334,605439072,310009881,80410
40,220256896,313814192,582420584,824275139,73498
41,117732056,473366554,536885936,4089068,76666
42,98279567,172665663,545569280,3874591,76774
43,200900266,163239424,549040527,5105648,23472604
44,354727072,235989594,4458279422,220788895,76544
45,165137033,56098986090,603154670,390817599,85564
46,15725413,253592047,602361745,1201237214,79384
47,166350785,422185814,554219083,4117177,77843
48,111513391,172723712,518176474,3793468,67292
49,377368871,185991530,549275574,3646366,78067
50,149130762,259423697,588567947684,252113698,132898
51,15322364,56245722477,608723521,353390049,91568
52,210359231,550119516,500984270898,1022284786,100587
53,237909176,417496794,570241904,536039988,73907
54,193723791,182982142,601162525,331026952,72996
55,141990653,397889481,554198783,4258424,73122
56,204155936,190924294,557174577,4228408,73614
57,185976425,163891351,568923601,4117876,70480
58,194906142,50874379758,497522468047,217850721,94336
59,213682922,307253923,589614401,941685450,79666
60,162936429,331126116,589177084,969648699,79685
61,375130795,439693188,532400057,4044180,67234
62,514258675,200638102,524314362,3896950,75604
63,170514863,163022179,551975093,3369595,69920
64,193190553,263490636,531464962617,427257401,83819
65,225913669,56488176103,622357321,704288142,89776
66,149863385,311570227,616525935,1585535431,77685
67,14766204,420354948,537416476,4115489,75210
68,188829489,173045719,525321050,3824347,75936
69,226676069,163481880,554763485,3330657,77687
70,191138088,234641508,531666865755,327594518,104346
71,15113556,55679347119,603789660,641404801,85067
72,211205752,321991040,573459733,639302583,76072
73,152413351,458039257,556906972,4377901,69887
74,429607721,196431246,543642850,3960455,76699
75,157720722,162843778,575024461,3750387,75910
76,167867459,260310533,509835639708,407405668,87143
77,163640781,55785976209,616097660,676014755,91662
78,179573022,301266802,632392730,922851120,74959
79,157970555,446015297,531807383,29345734,73422
80,409046059,171695277,517094335,3961961,86647
81,149600696,163808391,549056739,3599640,67821
82,188282723,255308391,511560716345,230090260,132535
83,167785438,55527047539,595706887,617978814,94412
84,217620761,296278084,585841990,483142762,75211
85,141355844,447853359,512683709,32279461,74238
86,17019783,97942334,512210022,3781905,69548
87,14712452,112203481,538830864,3564919,70707
88,15150113,219315694,513564356188,410006125,114195
89,171760465,55945053380,663360539,681044452,86771
90,161607224,306210412,609908741,899887668,89175
91,146320992,442535739,570776136,4383226,73142
92,343178161,193044099,557725604,4108369,76033
93,159187705,163107368,551765026,170732214,70161
94,184451004,260018890,640588926,1718953104,78199
95,177877876,438206183,569394719,4381753,75362
96,178916097,172691922,548454741,25643125,77215
97,161839413,162787327,551041017,361944243,76095
98,213125943,256249191,645305327,2229195693,81154
99,186556094,450380027,580845893,4368574,73662
100,189691693,171936188,552821810,3983358,74906
