i,sstep,lambdastep,gammastep,wstep,loss
1,206435808,194788207,777728285,333955240,93180
2,197043518,941725633,809709859,751651533,80505
3,248236905,542332107,754792345,1513873800,98221
4,25597043,538573312,782453735,3698818,85426
5,196219552,268195994,816772065,3778458,83624
6,188838751,490198391,908041694,3555367,87096
7,195387767,337876873,832224505,3701850,78002
8,195004273,428944662,841903930,4151384,101475
9,25714718,383745144,840810201,4045362,92996
10,223019599,430387220,845771415,4117548,89667
