i,sstep,lambdastep,gammastep,wstep,loss
1,236710,31419237,229538286,3348909,50736
2,182433,38350905,292251425,3546038,34991
3,184614,24491477,255328304,3392867,33425
4,175324,23571271,292924415,3620242,34278
5,190229,24362167,244295506,3229526,34178
6,195062,24164742,224931285,3260093,33172
7,172781,24902662,284543563,3245197,35250
8,177689,21904365,236773424,3556240,36938
9,174526,29438554,304434003,3582624,47832
10,213727,27067493,239995841,3570051,37080
11,168864,23707795,262634290,56894729,34831
12,178655,22054968,264527258,3554979,36527
13,174339,25785156,262868589,3292762,32912
14,177362,26339926,323864049,3558927,35497
15,178097,26515875,263306644,3269528,36009
16,173538,27643531,333165060,3619435,34361
17,183562,28833423,488264221637,465641347,76734
18,254248,18655620099,232838927,424869024,47849
19,195553,35355612,244015765,3402593,36467
20,182420,16045623,255293303,3984843,34219
21,173988,27804509,306077981,3436643,36739
22,176282,24207839,247335947,3634626,35956
23,200510,31765357,298102750,3609067,34829
24,174317,24733406,226144436,3344828,38098
25,176938,40164651,235079658,3547796,34671
26,172615,25175149,320965209,3620535,36099
27,191968,25877337,260262882,3245735,35239
28,166027,24296157,328215123,3574932,35026
29,183443,25567295,262345691,3535911,40159
30,173005,20249842,242116425,3212298,34855
31,196628,74256588,231747117,3248186,35890
32,189351,24895605,261127378,3667117,45756
33,176419,18622734,320647528,3565951,34708
34,176054,23595134,272900268,3252935,35633
35,177060,25988639,257769945,3217262,35102
36,173023,80133575,242833152,3562073,39956
37,171334,22732245,246719743,3544086,33237
38,169613,23054359,304918648,3567408,35753
39,199920,25588133,270344009,3549077,34892
40,179010,24910763,298884720,3293415,34590
41,174034,24648951,268882355,3221870,35281
42,172937,25955917,268473987,3652444,33903
43,177071,27813952,321698079,3576544,36413
44,171446,26577745,276431346,3566747,34323
45,177200,24713846,325198004,3234679,33039
46,211299,28015556,269698108,3223678,35989
47,171503,23406401,259329102,3222865,34617
48,174963,27589821,464346798997,2145740603,83760
49,234701,33398784,257543145,162261143,36464
50,185990,12350714,217080144,2370832792,34798
51,170206,32728208,254654194,3414570,33786
52,175569,15500048,253255107,3240998,33994
53,177314,25662355,308647846,3380061,36347
54,177049,23306338,263429728,3316485,36284
55,247842,24543407,241849639,3575652,46275
56,188668,24559808,274618777,3533599,35103
57,178656,29892541,261345561,3556827,34163
58,176456,25660112,303736526,3234826,35771
59,179804,24241119,257335116,3583563,35059
60,181485,22662130,276420650,3546425,32774
61,171865,25165517,328735586,3639814,39669
62,174911,21047777,271228507,3587887,35720
63,176804,22116237,307555472,3573886,35049
64,171982,26096085,263418754,3588081,36238
65,176694,23125211,262129926,3550429,33168
66,180986,80203848,270517310,3276188,34808
67,200823,23997672,277031745,3560616,34755
68,204983,27765724,310795540,3344847,35359
69,173019,25122229,257798492,3253076,34915
70,173587,26108351,248977518,3570970,33226
71,177037,76775413,277271992,3251112,35180
72,176027,27972226,277128049,3213455,36097
73,180671,27862361,337531847,3227441,41453
74,211384,21358251,269496954,3326880,37149
75,172632,24487881,267882501,3577647,35797
76,172005,76138009,274641369,3292611,36305
77,177896,24993693,239582516,3573733,35536
78,174254,26944750,323193884,3247666,36162
79,176489,22583663,264203414,3565750,36626
80,182009,23526365,276987874,3236891,34001
81,180410,76799154,263988122,3303471,35267
82,180370,17012039,275523465,3224015,35178
83,175294,18434426,317059961,3562283,35381
84,177159,25362382,261603442,3591852,33959
85,177681,25289718,260630500,3573976,34997
86,181527,82645905,267273768,3288039,35122
87,214381,21172893,275988461,3556951,38081
88,179280,23218887,322256935,3218711,40260
89,202924,25231853,269178561,3569144,34934
90,177691,24697450,263872134,57407681,36338
91,174025,27126936,232068522,3561035,33926
92,173040,28693175,258363461,3571754,35566
93,191299,30810087,314289735,3274885,34749
94,170764,27880859,463795300312,791328367,77748
95,210636,32693561,236591416,834385666,36805
96,171801,36497312,221439134,3398848,33140
97,182493,16220016,305122365,3338182,36980
98,179635,26894324,262223986,3434601,37170
99,175107,26180669,311072978,3576083,34556
100,210204,23089537,246869517,3427330,37342
