i,sstep,lambdastep,gammastep,wstep,loss
1,209811782,219641731,811003953,590170634,87453
2,168580666,405708421,841391688,872572767,96031
3,160924552,606289800,818203899,3360482,81527
4,193161156,280853346,843422629,3814062,29637659
5,168752164,713018156,934514432,4019754,87146
6,198099229,703898831,967515355,32981259,94679
7,185287059,670159762,958084152,3829183,85761
8,177810562,652808631,974615309,4112819,83814
9,160647084,399277027,896219220,3848493,92134
10,212456951,461625610,892879218,33479409,83208
11,194794148,444203681,896474372,3849929,87042
