i,sstep,lambdastep,gammastep,wstep,loss
1,1664807,24640469,451817248,5643924,70123
2,1078119,100259107,425127546,525519240,58436
3,2068535,211049511,383697805,3534839,70142
4,947978,55601029,437596665,3283542,60816
5,1065693,89781504,433525971,3228365,58998
6,951765,228831017,469558653,3189417,69478
7,1073123,172188656,432869132,3588221,60535
8,961079,143759118,427994206,3529266,59875
9,1084203,186199247,460962527,3391340,75468
10,970913,160166484,450492475,3555474,60889
11,1268367,178212939,404914615,3364181,54601
12,974245,207354843,396988659,3551191,69166
13,1109039,205287340,437343869,3385528,62047
14,992143,151340808,394441062,3539021,56403
15,1095174,144443803,436739256,3525645,73251
16,962840,180711788,445770440,3545439,60329
17,1070323,392138947,425890196,3519839,58075
18,968583,189896599,423529203,3536585,67789
19,1072257,169886418,425090359,3533268,60547
20,1100468,161861238,390749595,3386940,58343
21,1096529,139284105,424811331,3533176,67712
22,983718,169049218,452174240,3223876,63883
23,1051800,137288040,404261313,3502465,55567
24,968833,248769977,481139613,3229296,71975
25,1087150,155615852,423063928,3553056,62136
26,980147,192294545,455835712,3540521,56600
27,1092132,145123612,454619460,3257642,68288
28,963122,142749062,448288268,3258932,67994
29,1098094,153286334,405570754,3198201,55909
30,963596,156061630,456679237,3531076,69076
31,1068219,144447369,436632106,3218084,62154
32,963775,126931392,421100518,3227482,55341
33,1069598,158896034,435989122,3548848,69735
34,973034,146087708,433840704,3241415,62487
35,1061642,177499374,403654394,3195132,55034
36,974779,151747958,459877228,3563152,70996
37,1105441,161432442,435152658,3534967,62851
38,941938,113130273,403955343,3558263,58122
39,1052320,148095018,435594961,3544125,69107
40,956199,154449134,456204023,3243640,61723
41,1061228,135464625,404210170,3525716,56820
42,950392,106192949,438027397,3289406,68630
43,1069779,174884740,434393429,3233957,61537
44,959493,143151197,415867575,3277177,59425
45,1252452,154731639,436396668,3237215,72616
46,967264,148670074,460410863,3259000,64272
47,1248178,177185147,410994258,3345284,70644
48,990996,99955893,442118756,3567189,70330
49,1280958,170738169,434832206,3244303,63186
50,976061,155374782,402130139,3234680,57950
51,1309851,171308029,435458238,3538298,68681
52,983768,162647770,457623028,3579986,61917
53,1307554,140615352,403321185,3529533,55461
54,969876,116658616,437876432,3555119,68843
55,1211144,173985200,446616662,3547909,61663
56,968202,144499888,413543184,3511625,56989
57,1085521,133159075,447322556,3545490,70467
58,975255,154392745,451691353,3581208,61479
59,1085519,188269393,404812497,3532774,54551
60,976856,156430727,434128579,3553450,70204
61,1076440,143846655,435746864,3522340,71206
62,975499,156635210,429490625,3555579,57136
63,1284489,157132318,435773928,3530894,68123
64,983115,126352609,443128466,3633221,94824
65,1104105,147127868,417355670,3567463,70720
66,1098530,146064831,457117975,3591694,66405
67,1319990,157998221,435038158,3574941,59736
68,967293,120638183,403714614,3288077,56429
69,1121025,152807253,435277524,3593404,66991
70,979825,145671957,463499519,3602830,62656
71,1092878,153347704,404306996,3193067,57973
72,971927,138343776,441087052,3588659,69537
73,1279170,140899354,435504660,3331786,75411
74,990093,148665811,431287265,3539771,59570
75,1107273,145046303,435125872,3564276,66975
76,972193,103973747,433791850,3651692,59045
77,1097779,194241457,415330204,3204963,60472
78,981873,153248670,434513043,3576253,64757
79,1091200,188455075,413838652,36610088,60878
80,987518,180938167,402931023,3216619,59229
81,1086522,173731153,434767677,3539371,66693
82,988045,155759354,431049630,35651584,73988
83,1124412,170462567,404035614,3548736,64415
84,981197,122740959,443022598,3552749,64164
85,1102549,172129168,403199835,3538089,55646
86,33869165,150420004,416180230,3528782,61660
87,1094650,170152665,433637368,3557222,67318
88,979112,151144918,430479588,3250176,56295
89,1109534,191504823,404992971,3194929,59403
90,974936,113763315,444146930,3567468,67867
91,1278775,158104668,403616604,3570612,56156
92,984064,192327669,403505162,3962253,59785
93,1088322,148857116,439398983,3529775,66605
94,977011,156913949,430872155,3560932,57519
95,985763,165494984,405080700,3553844,62140
96,1096020,119857674,434131157,3545549,67661
97,973155,149536444,402541067,3524506,56488
98,1252618,180900403,406405156,3526217,61632
99,964020,148200415,425193033,3541938,65964
100,1079625,190118774,440419847,3266964,54879
