i,sstep,lambdastep,gammastep,wstep,loss
1,499266,10260058,266786793,3654704,48029
2,351126,34722536,338188091,3205961,53638
3,333044,73697702,309217825,3516827,42607
4,319938,63385124,319543142,3581206,46567
5,321596,66490566,316106132,3823184,46345
6,320817,61123471,318897148,3579230,47198
7,323355,79392385,325154054,4038242,45621
8,324339,55786382,299111513,3520845,42516
9,320508,54624577,325183655,3880147,44203
10,318033,49293814,328722293,3613794,43273
11,321211,56316131,297126994,3510539,42444
12,28121042,54770458,304736389,3511816,38879
13,316083,80525832,285512348,3799359,43406
14,321899,93208874,292486733,3814866,43636
15,321604,54234746,316029834,3791063,51936
16,315077,53788904,334855563,3722672,46480
17,364779,56383169,307597055,3760353,47911
18,310597,68660203,304497025,3482835,44679
19,316889,60151067,306960102,3845512,44785
20,321606,58545304,309574869,3828173,47266
21,321221,67906537,321284399,3828834,48678
22,322010,53199980,317775359,3472534,45883
23,322474,58218869,318990349,3800223,54208
24,324349,88366889,311343452,3825295,47726
25,359916,50768130,332377376,3511735,54910
26,341206,55064436,293326127,3909556,43156
27,334981,56981449,312079607,3860432,42568
28,321835,45125585,327301392,3845414,41546
29,352884,61143485,301376557,3885410,42912
30,365804,62971624,287580076,32405475,41876
31,328971,61584507,268704232,3844780,42186
32,364649,81435544,286648919,3476862,39578
33,313376,91361938,298331525,3806323,43304
34,319011,84615613,293856308,3874521,55341
35,360149,54619702,320374529,3793751,43735
36,317627,53857232,327874473,3785273,44911
37,315697,57326658,326131150,3479897,45838
38,326432,71019233,325108076,3812846,45673
39,319013,57625217,320825651,3797213,45049
40,309520,61692261,315258910,3765426,46457
41,331008,58502620,312968692,3490761,51631
42,320519,55309162,331714185,3505791,47078
43,322766,66921591,320489493,3848056,47357
44,367034,63351339,322178921,3816124,45170
45,331892,58622417,333263768,3493896,43903
46,317099,57621125,303065372,3876035,44213
47,356820,69689268,311013825,3856630,43643
48,323072,53981648,321007151,3836743,43584
49,317929,46805329,320235811,3584352,42659
50,318151,74017129,290505902,3835398,41349
51,28465741,62761295,304318199,3544204,50195
52,319030,83016694,276115210,3805520,45035
53,321453,96803108,295222818,3554672,42642
54,311584,65387453,327572333,3826551,44972
55,322674,65319385,322311099,3427210,45447
56,327784,58028681,307622230,3452138,43107
57,323835,64995971,320775326,3791108,43896
58,329565,67950642,317984043,3479612,44544
59,332746,44261564,310366310,3483381,47545
60,320457,56375993,319152157,3809160,51639
61,318521,73821163,324088524,3783824,52211
62,319504,68581840,303907605,3799547,43779
63,314455,41215119,322289390,3516428,46240
64,319057,58289790,315339333,3824716,45896
65,321596,68883525,316960338,3888466,44738
66,314896,62149412,319106954,3868920,40488
67,321819,69759791,310280741,4034264,43139
68,337594,61593906,325381845,3884569,43643
69,317853,52810647,294997527,3703852,42609
70,318524,59893765,285336865,3510765,40962
71,318603,92256988,288537182,3519799,41748
72,319356,94199984,300044935,3824656,44964
73,322516,83071830,275717614,3807347,44192
74,319152,121761199,339874774,3806117,44956
75,314947,63530394,318786923,3759689,45216
76,316075,55833671,314738881,3524169,45759
77,323765,65847739,328860328,3936070,44471
78,317084,72265244,308574247,3480100,45206
79,316230,71554167,334196141,3809838,45715
80,316891,52962087,319973544,3835320,45313
81,341081,49334307,322322740,3825374,44858
82,318674,58369561,318652048,3828945,54136
83,314637,71645692,308830797,3831668,45670
84,335822,59022329,318818528,3844727,44100
85,321722,55898798,313335545,3826340,45876
86,327259,61350203,310963988,3580309,43452
87,333447,53704789,301940649,3907106,43413
88,328429,52666242,320106032,3582085,45928
89,316864,66727642,275829173,31048837,43550
90,350799,61933256,278175649,3783031,42232
91,319805,84458418,290539912,3817509,42809
92,316949,84328671,286132359,3796546,44102
93,352304,80502103,272578382,3794679,43431
94,317063,52827373,325222630,3557639,46465
95,318201,66302514,313915351,3804694,46913
96,364875,63115613,332738660,3759853,55714
97,314207,52959282,317490626,3849866,45540
98,324952,59104991,320186084,3778717,47257
99,330706,64085969,320858760,3792857,45937
100,322124,61495525,308834737,3803829,48046
