i,sstep,lambdastep,gammastep,wstep,loss
1,2370356918,5468781209,1039896422,545717215,277930800
2,430529,74561138,378091743,641752983,62814
3,442701,87854053,311402586,3883145,45058
4,413320,27546729,323835024,3502797,48960
5,407599,69339560,368296059,4410542,51312
6,617688,124829750,355819576,3608081,48922
7,405817,63538461,356422817,3595227,47771
8,409194,70018523,337241852,3834985,51006
9,472390,21000797,348833138,37092167,49046
10,420226,50969803,363969476,3640463,51250
11,413679,47954628,354921702,3578138,47204
