i,sstep,lambdastep,gammastep,wstep,loss
1,590065,9974361,263880744,216844705,44873
2,320193,70219818,3293702804,928070602,47097
3,346906,25212301930,306733320,930010818,70643
4,344351,35801926,302555575,825626295,47842
5,411644,56782706,241352903,3207776,47740
6,333770,20098135,301099828,3672905,43730
7,322933,27093301,272756368,3644680,48426
8,377909,74297933,263076574,3667655,44924
9,329765,82176124,322316145,3716558,46659
10,319329,54816616,271948458,4005520,46013
11,324977,32791227,317594832,3670495,46379
12,353400,118229396,255264232,3687833,42650
13,330684,42400750,327217381,3389537,45169
14,323592,41622612,273479386,3786258,42238
15,412913,80927673,274342564,3677064,50169
16,318007,41891441,311198792,3667762,44922
17,319855,46155313,296775598,3360464,45973
18,373301,43315348,317785173,3715782,42696
19,322987,75374892,284448687,3646309,41424
20,325468,44882978,317764483,3664863,49274
21,366529,32099348,271933040,3943855,43734
22,384722,134474918,255369168,3194836,53686
23,322723,85671925,319822744,3704623,46076
24,337327,98020615,294192913,3663284,55477
25,319244,55704229,316226064,3671538,46008
26,321470,32428973,262681760,3665235,42602
27,324876,55740673,301870153,3647956,55835
28,321745,28936886,253124531,3689224,41821
29,50239504,29649509,255465786,3415994,51626
30,316138,29119852,300540547,3706164,50318
31,337821,28316306,254924333,3689082,43948
32,319380,27924068,298835084,3671538,44697
