i,sstep,lambdastep,gammastep,wstep,loss
1,228931661,198874064,1001728810,679676638,85012
2,178698980,457495753,1000231912,757623904,84069
3,174905442,710935666,934514055,3746549,82073
4,176083347,291835245,1032031867,3529760,83341
5,207746132,633370757,1143281918,3580740,93616
6,183861867,823281738,1093911698,3870991,77411
7,786257818,952185231,1036641523,4206633,80647
8,196438971,893950954,1092543417,3883355,80789
9,202029577,450931830,1035910225,3874227,81953
10,189547481,472311054,1041694736,4316476,86162
11,234522130,450999776,1060841298,3837598,82218
12,210473327,452211752,1059483792,4006359,80597
