i,sstep,lambdastep,gammastep,wstep,loss
1,1370702,55322143,375811511,189403113,65693
2,1165991,29766858673,471805440924,666246144,87962
3,1310984,185880028,409717301,285477198,66982
4,949624,88311732,365140650,2100381140,82296
5,4241425,159963718,354428308,3874432,55917
6,801397,50206859,380955392,4013578,70013
7,713104,22730445,397479410,4037527,63213
8,908725,171664724,385259144,3922346,73797
9,714929,184398001,397496940,3903700,63158
10,887714,33116583,414985276,3937537,62726
11,751923,86533596,430881986,3829144,69149
12,705504,34959990,398257152,3510886,66177
13,876984,77382903,431840460,3835413,70052
14,715729,56919407,365952407,1264913571,68731
15,1287096,148614171,384113960,3989425,60977
16,716726,42489284212,384732599,3157281,90441
17,997188,25179024,386059388,3901330,74513
18,711109,193849038,470608987,479598074,63063
19,1279461,42556703341,414101990,3579312,75583
20,975203,116033685,395997842,28646039,61680
21,761332,114326332,400030084,31727753,105480
22,919224,92899665,400440228,28998255,64156
23,706814,35260432,363489753,28719555,158609
24,715587,96197662,384987768,3505812,59309
25,26244895,170392832,397906180,3843671,60675
26,26155323,31618376,371438755,3814040,57665
27,877201,60795626,376258530,3827268,60073
28,710847,56012153,378837733,3788899,64200
29,717276,136269082,385611841,3498292,56561
30,930020,179021918,397912163,3908272,53801
31,715359,190238408,374888951,3813665,55376
32,923696,99797523,354650368,3819985,56977
33,710237,56029468,356343791,3519505,70216
34,796597,62114861,366047017,3489775,63387
35,772328,61710653,373652893,3815795,61541
36,703537,60750695,378656801,3796104,61220
37,707422,118535677,391708111,3824952,67065
38,778387,219393671,400655363,3999807,63870
39,706552,55732192,368005661,3824288,64687
40,858339,55589715,379201348,3829734,61909
41,702274,32889399,408782301,3844698,65978
42,710397,32828394,407699821,3847053,62452
43,902145,30877872,408799542,3845681,64004
44,717050,32777509,409678468,3841847,67587
45,716043,88714292,435125556,3864233,69048
46,779765,32884110,393448420,3964783,106460
47,740804,33413924,407752830,3869151,77007
48,719146,93518238,420920578,3861262,72654
49,790049,30824044,392085163,3568261,78585
50,709423,99996113,421441681,3979380,67024
51,817785,29514308,395855728,3949975,63388
52,825556,126710915,428754348,3907712,76315
53,721774,30988688,417942511,3937481,61253
54,834049,67772199,392390863,3963724,61441
55,710028,56594346,411465965,3626049,62489
56,717601,30875529,399508904,3940035,67891
57,791365,67325240,388050938,3925467,61301
58,716725,34908888,399701155,3960111,57192
59,710797,36942275,389827359,3932567,59999
60,907409,77619250,420184177,3637271,57441
61,721123,83970705,409702766,4000910,70986
62,923136,32643933,388705084,3989113,71473
63,718618,82451458,428530948,3789691,80043
64,708796,32629090,374254635,3823815,25934550
65,908132,33294747,374096285,3822770,59428
66,722455,115263972,395556647,3493938,55355
67,710856,118659600,396885488,3531434,54661
68,888780,60566603,384980689,3809085,56158
69,715781,130683825,388256272,3496763,58341
70,719180,182686851,391078085,3545778,65701
71,922693,58755643,375737988,3488935,63509
72,717070,53511129,384755602,3525671,82533
73,719055,32993043,402204206,3871963,60864
74,925009,31172237,408303817,3572485,66149
75,713006,30679219,391315321,3585167,60007
76,710051,85232396,445836960,3846719,64265
77,929461,119024531,404411281,3869015,61651
78,719891,170872342,425967585,3579649,60475
79,891022,37373798,389193688,3622666,61767
80,721444,32754798,400582847,3878483,64619
81,714567,220976506,424951840,3641293,61018
82,917687,235076741,408903011,3613844,73682
83,717931,151540945,403412035,3918875,73131
84,718167,71514279,379681394,3616199,73470
85,721821,30948728,379110705,3936450,71519
86,915622,155573030,414021946,3964689,70885
87,713143,34868787,389303234,3609651,60343
88,924240,96259579,411301468,3982469,61022
89,712905,33632637,413141861,4003167,56609
90,705129,34925412,385276568,3808013,25670346
91,1058086,92780794,394599154,3499526,60115
92,718048,60299308,366098742,3820422,64128
93,722891,114456697,398443376,3858303,54620
94,881521,55211351,374023210,3812469,54204
95,717938,81366351,367221887,3620985,64965
96,720924,99861806,417737760,3507611,64576
97,888195,57700275,369528479,3835095,64156
98,721399,34968092,391150929,3828960,64804
99,718491,76691892,435868436,3848906,65743
100,926955,101216308,413786724,3875315,75830
