i,sstep,lambdastep,gammastep,wstep,loss
1,391790581,181843134,517461510,13324782,111061
2,163733099,286418083,507459891,1298285536,77371
3,155560805,363953448,539199151,3511311,68205
4,155792881,274543007,619061332,3858081,69556
5,334752458,416261450,618960872,3677437,77976
6,191132363,403411267,604357700,3521463,68806
7,170095186,469359370,606408265,3861869,69164
8,193311883,258474988,564420860,3526294,70993
9,143077406,265799966,607575475,3881367,67654
10,184835826,292778609,611612680,3879384,68037
