i,sstep,lambdastep,gammastep,wstep,loss
1,211507608,205597857,962420989,544858035,84304
2,195453436,468526669,959108528,599470490,89275
3,217441215,689105284,892811779,4232877,80871
4,198200869,289630773,965520044,4181626,79559
5,206596961,1027692448,1019145992,4160878,88213
6,179915997,922968863,1028081492,3761338,86996
7,152584144,308127761,959483058,4220208,78592
8,398671859,376603978,1024461397,4120014,86351
9,193793028,441662549,1025312185,3766898,88918
10,111999032,444341613,1013018000,3768845,78605
