i,sstep,lambdastep,gammastep,wstep,loss
1,257324951,187544068,686673534,625852334,80618
2,305948199,337722876,720082252,2257986390,83183
3,211665584,487824725,638856115,3779670,80792
4,235604224,252975806,674366575,3649897,81590
5,203661441,471558008,748297409,3756422,78293
6,196835570,439862752,781728123,3939994,80597
7,23227279,553451974,723481333,4045499,77396
8,203781459,319016678,726709711,3853090,72732
9,170708923,334290529,710877172,3558387,76315
10,188066195,338227384,708315350,3993076,79980
