i,sstep,lambdastep,gammastep,wstep,loss
1,263642,46860335,271377474,3562642,35528
2,227520,50588885,285069848,3417210,38071
3,229160,51750534,342202605,3428471,36547
4,220046,42262480,278790796,3882035,38874
5,261668,42780970,284741647,3771524,35977
6,220358,103950045,288022240,3727406,36991
7,216104,48193242,294740910,3471933,37309
8,226011,48621580,349581337,3402848,38221
9,221806,46431698,269801719,3426487,39534
10,220222,47088407,341981898,3746040,35763
11,251521,46962713,303249176,3730410,41592
12,228282,51763704,284981638,3895889,48722
13,286052,52829378,372176607,3446216,39845
14,233858,48272945,293488440,3957253,38208
15,238227,52674544,344437561,3759935,38067
16,222207,45071451,298407945,3751008,36620
17,228487,50395866,346524269,3799434,35690
18,221350,45480656,291996926,3382614,38009
19,234439,37110246,278153316,3403201,35300
20,249418,44410946,341887949,3755286,36762
21,219553,45905563,278149362,3363478,38360
22,222102,44736292,338344138,3414141,35187
23,249322,45722463,296361253,3409264,37854
24,227259,46901449,329079712,3452080,34803
25,219947,46332606,294813880,3411358,38413
26,244900,53932354,288288039,3414957,35855
27,221888,42295959,331921991,3401509,38348
28,223810,45492758,283676692,3446735,36846
29,220740,44449448,333928447,3420945,37288
30,221444,46276654,287763661,3423018,37740
31,221731,44506495,294832781,3403743,36776
32,54361575,47570670,285810462,3400295,35045
33,227465,47986174,291304767,3449281,35680
34,230561,44624491,342623803,3403991,40663
35,255601,45306632,277680599,3411291,38108
36,223836,45464268,348396215,3445681,37402
37,222065,45326336,280472926,3400173,38567
38,250243,45923162,288485309,3396556,36370
39,220549,94675950,289157872,3405765,39352
40,224418,46545689,298807196,3518510,43627
41,266774,39534773,339791624,3440612,38483
42,224426,45685458,270818433,3545400,37870
43,226434,46549175,350347189,3414197,35388
44,225949,46755881,296597462,3420359,38745
45,226645,45774249,268910681,3390548,36968
46,237945,45873077,346978226,3414882,36355
47,228770,46088475,278383024,3414943,36084
48,221566,44947609,355493412,3438195,38006
49,222176,42274027,280049375,3419336,37526
50,247585,45005913,347215932,3413757,35931
51,217508,38758973,283372793,3400374,36745
52,231720,46221219,300458727,3413114,35886
53,222660,45244311,323016769,3415119,43001
54,224200,45397270,287335804,3391710,37347
55,237395,45218486,332644731,3434283,36444
56,228354,46188705,290022910,3396989,40828
57,219739,46125960,335334673,3480673,34862
58,231276,44999205,291049156,3418565,41247
59,228169,50947411,288411434,3387266,34993
60,217370,50841096,340564034,3408470,38512
61,232849,45007133,293746498,3720723,37573
62,226007,44726429,351904594,3477816,37082
63,218925,46120793,280701316,3423046,39051
64,226014,40915237,300514425,3747823,36337
65,54834042,43997193,286404312,3739137,36863
66,219807,46315107,295553374,3776492,36335
67,222373,54304795,331611335,3398682,49379
68,226857,46481653,286029593,3395610,36502
69,219870,46363939,345640175,3397827,42937
70,223348,45937743,293565692,3391565,38154
71,224582,48128301,294084508,3417851,35397
72,218853,103911690,270768236,3409216,37134
73,231000,51089785,285537972,3447829,39527
74,226268,46867401,333880398,3435523,39641
75,223586,49509378,296111693,3462163,36153
76,222540,45756376,344150190,3416657,37177
77,227852,46332035,280385521,3449316,36756
78,219268,45710425,294102286,3403298,34855
79,232620,94082229,296359411,3409783,37590
80,227501,44628821,286071696,3405279,36222
81,225195,45121190,343749512,3426771,37176
82,222678,44339160,280357649,3423996,42011
83,230433,40561646,335700764,3461536,38226
84,223760,54848100,298216133,3393518,37669
85,223861,50582950,285717361,3475353,37190
86,227870,47013465,328208705,3390499,36543
87,227925,46314354,279897411,3612679,48203
88,246352,45570897,357337240,3404298,36785
89,222229,46897513,288537927,3390008,39765
90,235002,45780773,286279228,58432934,35538
91,223740,44352679,285977623,3440308,36687
92,229623,50369514,292371263,3409262,36222
93,228900,45279244,332715849,3415276,38882
94,223913,44731626,285844649,3403641,36792
95,224334,41070302,334656660,3392995,37042
96,265898,46773175,293248917,3482761,50523
97,253975,41688476,296878704,3405029,36866
98,226805,102729752,297268161,3419722,36353
99,244532,45379755,279014594,3459865,37654
100,226107,47127801,349888411,3414726,39700
