i,sstep,lambdastep,gammastep,wstep,loss
1,284312276,208701422,1004540768,905390996,90950
2,198396643,459907801,1000115522,1946092124,90406
3,223171632,701599734,930409823,3824919,92663
4,257883742,300677370,980052154,3442945,89105
5,222006202,318329870,980104026,3791598,96877
6,169308270,626828073,1052343174,3747236,94643
7,170797507,232511953,978491388,3843296,86811
8,256848388,380038362,1003090093,3582929,87622
9,181740485,437234370,1002590073,3427074,86487
10,28455261,448442384,1005753588,3803572,86421
