i,sstep,lambdastep,gammastep,wstep,loss
1,259888847,183997682,815009964,167293593,85982
2,186625365,392359233,815013487,1261131915,88807
3,202225968,627393408,756271369,3845437,81559
4,196812044,265980740,798087900,3496330,87448
5,185078852,273420954,818292999,3764595,95433
6,391960748,809639105,940387596,3768609,92163
7,207425634,609391182,913015081,3815517,88997
8,222406662,894710814,921709482,3754692,83518
9,192814505,583549463,898167082,3465146,86477
10,249815652,677431507,923593384,3821776,83777
11,26233991,451592765,896421845,3895362,83847
12,213639877,814161600,828982353,3803935,84536
13,193553658,567261862,903120907,3796889,89215
14,396125224,1071323500,895215590,3985080,81271
15,189505239,558478129,915226812,3502113,82809
16,200479488,553984360,923284113,3809623,83376
17,190925840,495192300,893298694,3846492,83123
18,227659657,872120138,802984943,3741450,85212
19,184872153,528124041,927269509,3833251,93138
20,200885198,274290330,796813453,3818145,81876
21,190097662,360475134,829241552,3479282,94362
22,154165874,377541478,837924022,3940440,85757
23,211379014,369335242,843860990,3512407,98120
