i,sstep,lambdastep,gammastep,wstep,loss
1,186527146,165273242,756903450,4207747,92973
2,217243225,954799009,791510552,3822755,87950
3,197017316,64531186065,902432900,430059964,96237
4,243728410,665283095,726747365,3675779,78198
5,211034634,239477168,769054674,4038392,85870
6,186074654,312539687,787066671,4099465,84244
7,182756450,248922217,789857134,3837507,83486
8,29058765,250286962,761310696,4004788,79540
9,251168577,241393571,762076944,4029939,85735
10,267633944,284979629,763502139,4033943,87717
11,226704119,275244763,769017164,4338461,140329
12,220746110,264780489,793259414,3794750,97288
13,390383464,257673564,784424562,4288403,83992
14,166773572,258206443,760839286,4218254,79176
