i,sstep,lambdastep,gammastep,wstep,loss
1,701859,31875870,487168181,4488045,67169
2,2333781,263785268,559833806,3933180,65966
3,1915639,276176052,564653918,4283635,67852
4,2540342,291638988,558763107,4401167,81572
5,2428844,163333535,499743180,3946113,67848
6,2451358,178980476,535140283,4286836,67572
7,2962631,186201913,524642876,3981149,69960
8,2610707,187526341,532184433,3973574,75088
9,2984808,187113729,519104363,4067312,70179
10,2703674,185743776,531861566,4003806,69045
11,2937551,186255616,515626512,3987029,71402
