i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,626147,227905,12163,2422011,222585,102501
2,206662,151212,8834,1993550,210291,79871
3,23797,168363,8649,1939484,214272,80408
4,25201,159232,11495,1854008,241465,82801
5,23387,174471,11097,1922780,192554,78568
6,47482,161468,9907,13916409,299858,76033
7,23165,146748,8189,1807461,166837,78244
8,47336,148451,14229,1789544,171235,77835
9,23414,150685,7450,1871493,165622,80168
10,23369,151897,9766,2189612,176105,76392
11,23431,144582,6823,1816317,170810,78578
12,26271,147729,7532,1784996,174701,76191
