i,sstep,lambdastep,gammastep,wstep,loss
1,369437,33823449,387698890,31652933,54791
2,722308,176417422,385826207,6986165,93601
3,657018,98613938,391446696,704501268,57275
4,850970,136441499,356261499,3740121,54032
5,650276,40249769,404400775,3600887,54716
6,651548,90548665,412647912,3873315,53442
7,720065,74193280,413983612,3650807,57221
8,663363,108887765,412832309,3890034,56700
9,836364,108370419,478888103043,2327928995,110159
10,921883,120591865,400915176,179029406,53932
11,736616,67544956,354265803,1046477509,65688
12,944971,122389969,356580148,3710493,99623
