i,sstep,lambdastep,gammastep,wstep,loss
1,141838,22746155,309456861,3542061,35908
2,207069,41668867,302504559,3535155,36450
3,218329,33960754,329605206,3523442,38682
4,189496,35298176,291100985,3752269,38546
5,235578,82163995,284911486,3783274,38050
6,198402,31798796,317984430,3705563,36818
7,203296,42258916,294215568,3433402,37710
8,218162,36954540,348045591,3532640,37390
9,212670,37573071,298530553,3483024,37237
10,204252,37057484,337227938,3490416,39681
11,221837,42965626,297920165,3444283,38098
12,221138,33907789,340317115,3480758,37078
13,193120,36594681,352715999,4011140,36401
14,201726,41285158,292830456,3521582,71835
15,246386,41678871,336526936,3944383,36617
