i,sstep,lambdastep,gammastep,wstep,loss
1,493121,24770477,455549267,4305410,79553
2,1000309,185602523,484636120,4225680,76108
3,830023,224829634,486218681,3746733,75057
4,1126909,197261691,483100235,4193523,72946
5,825336,214350407,482694850,4098375,72307
6,1083371,235148347,486062834,3748086,73452
7,812866,181941821,480360791,4078727,72279
8,1058062,165323808,484254753,3755292,78471
9,826821,182079541,479897099,4063675,85142
10,1070170,157928997,482998585,29575885,75741
11,815251,157005861,481095730,4083155,69122
